ResultNumber,Consent,Appeal,Trust,Usage,Likes,Dislikes,Reccomended,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,UserID,Start Date,Start Time,Finish Date,Finish Time,Average Time,Interface,Activity level,Agegroup,Children,Country,Deotype,DeoUser,Deofreq,Gender,Sweating,Benefit
1719,1,4,4,2,it can help cool you down when it is hot and humid,n/a,n/a,3,4,4,5,4,3,1,1,1,1,4,5,6,7,6,8436271,10-08-2020,18:51,10-08-2020,19:01,52.66666667,desktop,3+ times a week,45 - 54 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against wetness
1720,1,3,3,4,I will definitely use the product to taste it,N/a,n/a,4,3,3,4,4,1,2,1,2,1,6,5,6,6,6,7619037,10-08-2020,18:52,10-08-2020,18:58,32.16666667,mobile,Few times a month,45 - 54 years,One,South Africa,Roll-on,Yes,I use it multiple times a day,Male,Light sweater,It prevents / controls against odour
1721,1,4,4,4,keeps you cool and fresh feeling ,n/a,na,4,4,4,4,4,3,3,3,3,3,6,6,5,5,5,8588293,10-08-2020,18:54,10-08-2020,19:57,316.5833333,desktop,3+ times a week,35 - 44 years,I don’t have any children,US,Roll-on,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
1722,1,4,4,5,Keep me fresh all day,n/a,n/a,5,5,5,4,3,1,2,2,3,3,5,7,7,4,4,7763995,10-08-2020,18:58,10-08-2020,19:07,45.58333333,mobile,3+ times a week,25 - 34 years,One,India,Aerosol Spray,Yes,"I use it most days, but not every day",Male,Normal sweater,It prevents / controls against odour
1723,1,4,4,4,rather different,nothing,no it sound very good,3,5,4,5,4,3,4,4,4,4,7,6,6,6,5,5381521,10-08-2020,19:04,10-08-2020,19:07,13.33333333,desktop,Twice a week,65 years +,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,Has a fragrance I like
1724,,,,,,,,,,,,,,,,,,,,,,,7553937,10-08-2020,19:04,,,,mobile,3+ times a week,25 - 34 years,One,India,Cream,Yes,I use it at least once a day,Male,Heavy sweater,It cares for my skin
1725,1,5,4,5,Anything that helps me keep cool during very humid weather is a must for anyone,n/a,n/a,4,5,5,5,5,2,1,1,1,1,6,7,7,7,7,6900690,10-08-2020,19:06,10-08-2020,19:16,52.41666667,desktop,Never,45 - 54 years,One,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Light sweater,Has a fragrance I like
1726,1,4,4,4,sounds good,nothing,no idea,3,4,4,4,4,2,2,2,1,1,5,5,6,6,6,8589794,10-08-2020,19:07,10-08-2020,19:11,24.83333333,desktop,3+ times a week,45 - 54 years,I don’t have any children,US,Stick,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1727,1,5,4,5,"I imagine it would be like an icy blast on a hot day, very refreshing.",Would there be anything in it that would irritate my skin?,n/a,3,4,4,4,4,1,1,1,1,1,5,6,6,7,7,5369261,10-08-2020,19:10,10-08-2020,19:44,170.5,desktop,Less often,55 - 64 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It’s natural / contains natural ingredients
1728,1,5,4,4,keeps me cool and fresh,nothing,na,3,5,5,5,5,1,3,1,1,1,4,6,6,7,7,5378030,10-08-2020,19:12,10-08-2020,19:17,26.91666667,desktop,Twice a week,45 - 54 years,Two,UK,Aerosol Spray,Yes,I use it multiple times a day,Female,Normal sweater,Has a fragrance I like
1729,1,4,4,3,the fact of even if sweating the deodorant help to decrease body  smells,probably the price of it,n/a,5,5,5,5,5,1,1,1,1,1,2,2,2,1,1,5439156,10-08-2020,19:19,10-08-2020,19:59,203.25,desktop,Few times a month,55 - 64 years,One,US,Soft solid (clinical),Yes,I use it at least once a day,Male,Heavy sweater,
1730,1,5,4,5,on demand extra cooling sensation,none,n/a,4,5,5,4,2,1,1,1,3,3,6,7,7,6,6,8001945,10-08-2020,19:19,10-08-2020,20:20,305,desktop,3+ times a week,65 years +,Two,India,Aerosol Spray,Yes,I use it at least once a day,Male,Anxious sweater,It cares for my skin
1731,1,3,3,5,sounds great,na,no,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5347999,10-08-2020,19:21,10-08-2020,19:24,18.91666667,desktop,Twice a week,45 - 54 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
1732,1,3,2,1,nothing,n/a,n/a,3,3,3,3,3,3,3,3,3,3,4,6,7,7,7,5500081,10-08-2020,19:21,10-08-2020,19:24,16.63636364,desktop,Less often,65 years +,I don’t have children under the age of 18,Australia,Aerosol Spray,Yes,"I use it most days, but not every day",Female,Normal sweater,It prevents / controls against wetness
1733,1,4,3,5,The product is new and extra on demand cooling sensation ,Nothing,N/A,3,4,4,4,5,1,1,1,1,1,4,6,6,6,7,6921907,10-08-2020,19:26,10-08-2020,19:32,31.27272727,desktop,3+ times a week,25 - 34 years,Two,South Africa,Roll-on,Yes,I use it at least once a day,Male,Normal sweater,Has a fragrance I like
1734,1,5,4,5,On Demand Cooling Sensation which will provide fresh air like sensation in hot weather,nothing that i disliked,N/A,4,4,4,4,4,1,1,1,1,1,7,7,7,7,7,7590337,10-08-2020,19:28,10-08-2020,19:49,104.25,desktop,Twice a week,35 - 44 years,Two,India,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It cares for my skin
1735,1,4,3,3,easy to use,n/a,n/a,4,4,4,4,4,1,1,1,1,1,5,6,6,7,6,5375033,10-08-2020,19:28,10-08-2020,19:39,59.36363636,desktop,3+ times a week,25 - 34 years,I don’t have any children,UK,Aerosol Spray,Yes,I use it multiple times a day,Female,Anxious sweater,It prevents / controls against wetness
1736,1,4,4,4,Cooling Sensation that keep Body fresh,N/a,N/a,3,5,4,4,4,2,1,1,1,1,4,6,6,6,7,7812511,10-08-2020,19:29,10-08-2020,19:34,27.91666667,desktop,3+ times a week,35 - 44 years,One,India,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
1737,1,4,5,4,Because I also face this type of problem ,n/a,n/a,5,5,1,5,5,1,1,1,1,1,7,7,4,7,7,7719245,10-08-2020,19:31,10-08-2020,19:45,67.83333333,desktop,3+ times a week,45 - 54 years,I don’t have children under the age of 18,India,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1738,,,,,,,,,,,,,,,,,,,,,,,7676441,10-08-2020,19:35,,,,mobile,3+ times a week,35 - 44 years,I don’t have any children,UK,Stick,Yes,I use it at least once a day,Female,Normal sweater,It does not cause white marks / stains on skin or clothes
1739,1,5,5,5,sounds wonderful ,nothing,nothing,4,5,5,5,5,3,3,3,3,3,7,7,7,7,7,5332574,10-08-2020,19:35,10-08-2020,19:38,12.16666667,desktop,3+ times a week,25 - 34 years,Two,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against wetness
1740,1,4,4,4,the cooling crystals,nothing,nothing,4,4,4,4,4,1,1,1,1,1,5,5,5,6,6,5367033,10-08-2020,19:37,10-08-2020,19:50,66.08333333,desktop,Never,55 - 64 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
1741,1,3,3,3,It would be nice to relieve the heat and help my deodorant.,I don't know how to relieve the sweat that my deodorant can't handle without getting me wet.,n/a,4,4,4,4,3,3,3,2,2,2,4,6,5,6,6,7553551,10-08-2020,19:38,10-08-2020,19:44,30.16666667,desktop,Never,65 years +,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1742,1,4,4,3,I like the cooling agents that are released according to your body temperature ,N/a,n/a,4,4,4,5,5,3,1,1,1,1,4,6,6,7,7,6915014,10-08-2020,19:40,10-08-2020,20:21,206,mobile,Never,25 - 34 years,One,South Africa,Roll-on,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
1743,1,4,4,4,cooling,none,no,4,4,4,4,4,4,4,4,4,4,6,7,5,6,6,5337063,10-08-2020,19:41,10-08-2020,23:43,1322.636364,desktop,Twice a week,45 - 54 years,Three,US,Stick,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against wetness
1744,1,4,4,1,It coils you,Cist too high,Lower price,4,4,4,4,4,1,1,1,1,1,6,5,5,5,5,5372791,10-08-2020,19:43,10-08-2020,19:47,20.58333333,mobile,Less often,55 - 64 years,I don’t have children under the age of 18,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against wetness
1745,1,4,4,4,To keep me cool and dry on a very hot day,n/a,n/a,1,4,4,4,4,4,1,1,1,1,1,6,6,6,6,5363818,10-08-2020,19:44,10-08-2020,20:08,133.1818182,desktop,Never,55 - 64 years,I don’t have any children,South Africa,,No,I rarely / never use deodorant,Female,Excessive sweater,I don't use any
1746,1,5,5,5,Cooling sensation on skin is a great innovative idea,n/a,n/a,4,4,4,4,4,1,1,1,1,1,7,7,7,7,7,8604663,10-08-2020,19:49,10-08-2020,19:52,15.41666667,desktop,Twice a week,35 - 44 years,Two,India,Pump spray,Yes,I use it at least once a day,Male,Normal sweater,It cares for my skin
1747,,,,,,,,,,,,,,,,,,,,,,,5441275,10-08-2020,19:55,,,,mobile,3+ times a week,55 - 64 years,I don’t have children under the age of 18,US,Gel,Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
1748,1,5,4,5,It will cool me down if I become too hot,Nothing,N/a,3,5,4,5,5,1,2,1,1,1,5,7,7,7,7,6899707,10-08-2020,19:58,10-08-2020,20:00,12,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1749,1,3,2,1,,,,,,,,,,,,,,,,,,,5431184,10-08-2020,19:59,,,,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,US,Roll-on,Yes,I use it at least once a day,Female,Non-sweater,It’s natural / contains natural ingredients
1750,1,4,4,5,only does more when needed hence only exposes me to the additional chemicals when need be. ,n/a,n/a,4,5,5,5,5,2,1,1,1,1,5,7,7,7,7,6922973,10-08-2020,20:00,10-08-2020,20:08,36.83333333,desktop,Once a week,35 - 44 years,I don’t have any children,South Africa,Roll-on,Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
1751,1,4,3,4,keeps you cool,how much will it cost?,na,4,4,4,5,5,2,1,1,1,1,5,6,6,7,7,8589886,10-08-2020,20:01,10-08-2020,20:10,42.25,desktop,3+ times a week,45 - 54 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Male,Anxious sweater,It prevents / controls against wetness
1752,1,4,3,2,"New and different, would love to try",Nothing. Depends how large the product ,N/a,3,5,4,4,4,2,2,2,2,3,3,5,5,5,5,5350575,10-08-2020,20:03,10-08-2020,20:08,23.66666667,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1753,1,4,4,4,its very easy to understand and nice to keep sweat down,n/a,n/a,4,4,4,4,4,3,3,3,3,3,5,5,5,5,4,5366985,10-08-2020,20:06,10-08-2020,20:09,15.75,desktop,Once a week,35 - 44 years,I don’t have any children,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1754,1,5,3,5,That it keeps my underarms dry for longer. Keeping me fresh and clean. ,N/A,N/A,3,4,4,4,4,3,1,1,1,1,4,6,7,7,7,5367004,10-08-2020,20:06,10-08-2020,20:15,43.91666667,mobile,Few times a month,25 - 34 years,Two,South Africa,Aerosol Spray,Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against odour
1755,1,4,3,4,gives a extra cool sensation when it is required,might be unpleasant and not controllable when you like,n/a,4,2,3,5,4,2,1,1,2,1,6,7,7,6,6,5360983,10-08-2020,20:07,10-08-2020,20:09,8,desktop,Twice a week,25 - 34 years,One,UK,Aerosol Spray,Yes,I use it multiple times a day,Male,Heavy sweater,It cares for my skin
1756,1,5,2,4,The idea of the cooling acton to keep sweat under control and curious as to what the cooling affect would feel like ,Not really a dislike just weary of how well it would work. I live in FL and nothing really seems to do the job. ,I know the point is to tell the conditions it is going to work in but the “hot and humid city environment” sounds a bit cheesy,3,5,4,5,5,5,1,1,1,1,2,6,6,7,7,7618021,10-08-2020,20:08,10-08-2020,20:46,204.0909091,mobile,Few times a month,45 - 54 years,Two,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
1757,1,4,4,5,,,,,,,,,,,,,,,,,,,7590170,10-08-2020,20:10,,,,desktop,Never,65 years +,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It cares for my skin
1758,1,5,5,5,I like the Ice cube Encap that would release cooling ingredients when activated by the body temperature to keep me fresh always irrespective of the climate and the weather ,I do not have any dislikes as this is very unique and innovative,The duration of the cooling action must be continuous and also must be there for a longer period of time,5,5,5,4,5,1,1,1,1,1,7,7,6,7,6,7561582,10-08-2020,20:10,10-08-2020,20:16,26.5,desktop,3+ times a week,25 - 34 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Heavy sweater,It prevents / controls against odour
1759,1,5,4,4,I like the extra on demand cooling sensation. ,It does not mention odor control or whitening.,maybe add some more features or benefits. ,4,4,2,5,5,2,1,1,1,1,5,6,6,7,7,8736806,10-08-2020,20:16,10-08-2020,20:24,46.72727273,mobile,Twice a week,25 - 34 years,One,Philippines,I don't use any,No,I rarely / never use deodorant,Male,Normal sweater,I don't use any
1760,1,4,2,3,sounds interesting but would want to know the ingredients before purchasing,n/a,n/a,3,3,3,4,4,2,3,3,2,1,1,3,4,6,7,5364379,10-08-2020,20:17,10-08-2020,20:22,27.16666667,desktop,3+ times a week,65 years +,I don’t have children under the age of 18,South Africa,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1761,1,3,3,1,nil,nil,na,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5369017,10-08-2020,20:19,10-08-2020,20:22,14.72727273,desktop,Never,55 - 64 years,I don’t have children under the age of 18,South Africa,Stick,Yes,I use it at least once a day,Male,Normal sweater,Has a fragrance I like
1762,1,4,4,4,Deodorant with extra on demand cooling sensation in hot weather,n/a,n/a,3,4,2,5,4,2,1,4,2,1,5,7,7,6,7,7835472,10-08-2020,20:24,10-08-2020,20:26,13,mobile,Once a week,18 - 24 years,I don’t have any children,India,Aerosol Spray,Yes,I use it multiple times a day,Female,Anxious sweater,It prevents / controls against odour
1763,1,5,4,5,a cooling sensation when needed which would give mepiece of mind,nothing,n/a,4,5,5,5,5,2,1,1,1,1,6,7,7,7,7,5372339,10-08-2020,20:27,10-08-2020,20:32,26.58333333,desktop,Never,45 - 54 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Excessive sweater,It prevents / controls against odour
1764,1,3,4,1,Possibolity of controlling my body sweat exposure,n/a,n/a,3,5,4,5,5,3,1,1,1,1,4,7,7,7,7,6897679,10-08-2020,20:28,10-08-2020,20:36,45.90909091,desktop,Never,65 years +,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Female,Heavy sweater,It does not cause white marks / stains on skin or clothes
1765,1,4,3,2,on demand availability,nothiing,no,3,5,4,5,5,2,1,1,1,1,3,5,4,7,7,5346203,10-08-2020,20:30,10-08-2020,21:12,234.1818182,desktop,3+ times a week,45 - 54 years,Three,UK,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against odour
1766,1,5,5,5,I like that they use ice cude for on demand cooling in summer,there nothing i dislike about the product ,n/a,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,5382152,10-08-2020,20:33,10-08-2020,21:11,190.25,desktop,Less often,45 - 54 years,I don’t have children under the age of 18,US,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against wetness
1767,1,4,4,4,"it seem's to do everything , you would want with the hot humid weather we are having at the moment.",n/a,n/a,4,4,5,4,5,4,1,1,1,1,5,7,7,7,7,5368822,10-08-2020,20:34,10-08-2020,20:48,78.81818182,desktop,Twice a week,65 years +,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Female,Light sweater,It cares for my skin
1768,1,4,4,4,Ingredients are like,None,No change,5,4,4,4,4,4,4,4,2,4,6,5,5,6,6,7741925,10-08-2020,20:36,10-08-2020,20:41,24.58333333,mobile,Once a week,45 - 54 years,One,India,Aerosol Spray,Yes,I only use it on specific occasions,Female,Heavy sweater,It cares for my skin
1769,1,4,1,3,"The thought that the deodorant actually works harder as I do, and that it may cool my armpits",a little worried about what the ingredients are that give the cooling sensation,n/a,3,4,3,5,5,3,3,3,1,1,3,3,3,7,7,6921236,10-08-2020,20:36,10-08-2020,20:42,27.83333333,desktop,3+ times a week,45 - 54 years,Two,US,Stick,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1770,1,5,3,4,K3p sweat at bay while on long journeys,Na,No,4,4,4,5,5,2,2,2,1,1,5,5,6,7,7,5380728,10-08-2020,20:48,10-08-2020,20:51,16.18181818,mobile,Less often,35 - 44 years,I don’t have children under the age of 18,UK,Stick,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against wetness
1771,1,4,4,3,sounds different and interesting,i don't understand what ice cube encaps are,n/a,3,5,5,5,5,3,1,1,1,1,4,7,7,7,7,5348683,10-08-2020,20:48,10-08-2020,20:57,43.83333333,desktop,Never,25 - 34 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1772,1,3,4,3,I like that is has a cooling effect while freshening you up. ,Na,Na,2,4,2,4,4,3,1,2,1,1,3,4,4,6,7,7565183,10-08-2020,21:13,10-08-2020,21:20,33.75,mobile,3+ times a week,35 - 44 years,One,South Africa,Aerosol Spray,Yes,I use it multiple times a day,Male,Anxious sweater,It prevents / controls against odour
1773,1,5,5,5,unknown,not applicable,n/a,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,5385476,10-08-2020,21:15,10-08-2020,21:25,51.81818182,desktop,Never,45 - 54 years,I don’t have any children,US,,No,I rarely / never use deodorant,Male,Non-sweater,I don't use any
1774,1,5,5,5,All,Nothing,No,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,8586187,10-08-2020,21:20,10-08-2020,21:21,9.363636364,desktop,3+ times a week,18 - 24 years,One,India,Pump spray,Yes,I use it at least once a day,Male,Normal sweater,It doesn’t use a lot of packaging / packaging is recyclable
1775,2,,,,,,,,,,,,,,,,,,,,,,6892320,10-08-2020,21:22,10-08-2020,21:22,15,desktop,Once a week,45 - 54 years,One,UK,Roll-on,Yes,I use it multiple times a day,Male,Heavy sweater,It prevents / controls against wetness
1776,1,5,4,4,that on hot and humid days this will help with keeping my underarms cool,nothing,n/a,4,5,5,5,5,1,1,1,1,1,5,7,7,7,7,5389081,10-08-2020,21:24,10-08-2020,21:29,27.33333333,desktop,Less often,55 - 64 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1777,1,5,5,5,i like that it cools you down in the hot weather,i like this very much,i would make it smell great,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,6911583,10-08-2020,21:26,10-08-2020,21:31,30.18181818,desktop,Twice a week,45 - 54 years,I don’t have any children,US,Gel,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
1778,1,3,3,1,nothing,n/a,n/a,4,4,4,4,4,1,1,1,1,1,6,5,6,6,6,7554394,10-08-2020,21:27,10-08-2020,21:36,48.41666667,desktop,Never,55 - 64 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against odour
1779,1,5,5,5,Extra on-demand cooling sensation.,Do not have any.,n/a,5,5,4,5,4,1,1,1,1,1,7,7,7,7,7,5399217,10-08-2020,21:29,10-08-2020,21:35,32,desktop,Never,55 - 64 years,I don’t have children under the age of 18,US,Gel,Yes,I use it at least once a day,Male,Anxious sweater,Has a fragrance I like
1780,1,3,3,3,,,,,,,,,,,,,,,,,,,7565212,10-08-2020,21:30,,,,desktop,Less often,45 - 54 years,I don’t have children under the age of 18,Australia,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against wetness
1781,1,5,5,4,I like the cooling sensation ,I dislke nothing ,Maybe  a very light scent ,2,3,2,2,2,3,3,3,1,3,7,7,5,7,6,5368665,10-08-2020,21:31,10-08-2020,21:35,21.66666667,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,US,Aerosol Spray,Yes,I use it at least once a day,Female,Heavy sweater,It cares for my skin
1782,1,4,4,4,CONCEPT,NOTHING,NO,4,4,4,4,4,1,1,1,1,1,5,6,6,7,7,6900208,10-08-2020,21:31,10-08-2020,21:34,14.08333333,desktop,Less often,65 years +,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Excessive sweater,It prevents / controls against odour
1783,1,5,4,5,i live wear it is very hot during the summer anything that can keep one cooler would be welcomed,i don't dislike but i am a little skeptical many products of all kinds claim to keep you cooler and often fail,n/a,4,4,5,4,3,2,1,2,1,3,5,6,7,6,4,5387505,10-08-2020,21:33,10-08-2020,21:38,22.66666667,desktop,Less often,45 - 54 years,I don’t have children under the age of 18,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
1784,1,5,5,5,Natural products,n,n,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,5384575,10-08-2020,21:34,10-08-2020,21:38,21.90909091,desktop,3+ times a week,35 - 44 years,Two,US,Gel,Yes,I use it multiple times a day,Male,Excessive sweater,Has a fragrance I like
1785,1,4,2,3,will be better in the hot weather than other deo,probably won't work better than all the similar products out there,the name,3,4,4,5,5,3,3,3,1,1,1,4,2,7,7,7293616,10-08-2020,21:35,10-08-2020,21:40,29,desktop,Once a week,45 - 54 years,I don’t have any children,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1786,1,5,2,5,It sounds like it would be a less noticeable way to cool down,I just don't know if it would work or how well,"Not sure, probably need to try it first ",4,5,4,5,4,2,1,1,1,2,3,7,7,7,4,5392860,10-08-2020,21:37,10-08-2020,21:44,39.54545455,mobile,Less often,35 - 44 years,I don’t have children under the age of 18,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against wetness
1787,1,3,3,3,the activation of ingredients when sweating,na,na,4,4,4,4,4,3,3,3,1,1,4,4,4,6,6,6893449,10-08-2020,21:38,10-08-2020,21:43,25.72727273,desktop,3+ times a week,35 - 44 years,One,UK,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against wetness
1788,1,4,4,4,Special product for hot and humid days,Would prefer a product I can use every day that works when it is hot and humid too,n/a,3,3,4,5,5,3,2,2,1,1,2,3,5,7,7,6947167,10-08-2020,21:39,10-08-2020,21:44,23.91666667,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1789,1,2,3,2,I like how it tries .,that is the best ad could show to make judgement.,n/a,3,3,3,4,4,3,3,3,3,2,4,4,4,5,5,7565233,10-08-2020,21:40,10-08-2020,21:43,16.33333333,desktop,3+ times a week,35 - 44 years,I don’t have children under the age of 18,Australia,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
1790,1,4,4,4,It seems very flexible and can be applied quickly ,Unsure as of yet ,N/a,5,5,4,5,5,2,3,1,1,1,5,6,5,7,7,7671323,10-08-2020,21:42,10-08-2020,21:44,10.5,mobile,3+ times a week,25 - 34 years,One,UK,Aerosol Spray,Yes,I use it multiple times a day,Male,Heavy sweater,It prevents / controls against odour
1791,1,4,4,3,would help me feel fresh for longer,n/a,n/a,4,4,4,5,5,2,2,2,1,1,4,5,5,6,6,5332047,10-08-2020,21:43,10-08-2020,21:50,32.83333333,desktop,Never,55 - 64 years,One,UK,,No,I rarely / never use deodorant,Male,Normal sweater,I don't use any
1792,1,5,4,4,Cooling sensation ,N/a,N/a,4,4,5,5,5,2,1,1,1,1,5,6,6,6,7,5335560,10-08-2020,21:45,10-08-2020,21:49,22.63636364,mobile,3+ times a week,45 - 54 years,Two,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against wetness
1793,,,,,,,,,,,,,,,,,,,,,,,5388850,10-08-2020,21:49,,,,desktop,Twice a week,35 - 44 years,Three,US,Pump spray,Yes,I use it at least once a day,Female,Anxious sweater,It’s natural / contains natural ingredients
1794,1,5,5,5,"Wonderful specifications, freshness and confidence at all times",n,n,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,8229757,10-08-2020,21:56,10-08-2020,22:02,33.36363636,desktop,,35 - 44 years,,US,,,,Male,,
1795,1,4,2,3,That it can cool you down,I don't think a deodorant like this is possible,n/a,2,4,4,2,4,1,1,1,1,1,6,6,6,6,6,6982322,10-08-2020,21:57,10-08-2020,22:25,148.6363636,desktop,3+ times a week,55 - 64 years,Three,Australia,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against wetness
1796,1,4,4,4,The on demand cooling sensation!,N/a,Nothing that I can tell by this description ,4,4,4,5,5,2,2,1,1,1,4,5,6,7,7,5441711,10-08-2020,22:01,10-08-2020,22:04,14.08333333,mobile,3+ times a week,25 - 34 years,One,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against wetness
1797,1,1,4,1,nothing in particular,don't use deodorants these days,n/a,3,3,4,4,3,2,2,1,1,1,3,4,6,6,5,5383102,10-08-2020,22:04,10-08-2020,22:09,27.33333333,desktop,Never,55 - 64 years,I don’t have children under the age of 18,UK,Stick,Yes,"I use it most days, but not every day",Male,Normal sweater,It cares for my skin
1798,1,5,3,4,impact of what it does,n/a,no,4,4,4,4,4,2,1,1,1,1,4,6,6,6,6,5342322,10-08-2020,22:07,10-08-2020,22:10,18.33333333,desktop,Twice a week,55 - 64 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1799,1,3,3,3,nothing,nothing,n/a,3,3,3,3,3,5,3,3,3,3,7,4,4,4,4,5388033,10-08-2020,22:09,10-08-2020,22:12,18,desktop,Never,35 - 44 years,I don’t have any children,US,Stick,Yes,I use it multiple times a day,Female,Light sweater,It prevents / controls against wetness
1800,1,5,5,5,A great product that is used all the time and seasons,n,n,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,8231707,10-08-2020,22:12,10-08-2020,22:17,27.09090909,desktop,,25 - 34 years,,US,,,,Male,,
1801,1,4,3,3,The possibility of keeping cool but not cold! ,n/a,n/a,4,4,4,4,4,3,2,1,1,1,4,5,5,6,5,5371434,10-08-2020,22:13,10-08-2020,22:17,20,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,UK,Stick,Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
1802,1,4,3,4,I like this because it may help with my excessive sweating issues.,n/a,n/a,4,3,4,5,5,1,3,1,1,1,7,4,7,7,7,6922284,10-08-2020,22:18,10-08-2020,22:20,10.25,desktop,Twice a week,25 - 34 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Male,Anxious sweater,It prevents / controls against wetness
